categorie,nom_enseigne,id_wikidata,regle_ouverture,horaires,infos,url_source,url_horaires
supermarket,G20,Q3504731,ouvert_adapté,,"Magasins indépendants, vérifier avant de s’y rendre",https://www.facebook.com/supermarchesg20,
supermarket,Géant Casino,Q1380537,ouvert_adapté,,,https://www.geantcasino.fr/,https://magasins.geantcasino.fr/
supermarket,Grand Frais,Q3114675,ouvert_adapté,Mo-Sa 09:00-18:00,Magasins alsaciens ouverts de 9h à 14h,https://www.grandfrais.com/themes/theme-8.html,https://www.grandfrais.com/recherchemagasin.html
supermarket,Picard Surgelés,Q3382454,ouvert_adapté,,Livraisons à domicile du Lundi au Samedi de 7h à 21h selon localités,https://twitter.com/picardsurgeles/status/1241719937430892544,https://magasins.picard.fr/
supermarket,Intermarché,Q3153200,ouvert_adapté,,,https://www.intermarche.com/enseigne/magazine/mesures-COVID,
supermarket,L’Eau Vive,,ouvert,,,https://www.facebook.com/leauvivebio/videos/666475330774957/,https://www.eau-vive.com/magasin-bio/magasins
supermarket,La Vie Claire,Q3213589,ouvert_adapté,,,https://www.lavieclaire.com/,https://magasins.lavieclaire.com/lavieclaire/fr
supermarket,Le Marché de Léopold,,ouvert_adapté,"Mo-Sa 9:30-13:00, 14:00-18:00",,https://www.lemarchedeleopold.com/mesurescovid19/,
supermarket,Les Nouveaux Robinson,Q3345091,ouvert_adapté,,,https://www.facebook.com/lesnouveauxrobinson/photos/a.10150247251555077/10163485466510077/?type=3,http://lesnouveauxrobinson.coop/les-magasins/
supermarket,Leader Price,Q2181426,ouvert,,,https://www.leaderprice.fr/,
supermarket,Lidl,Q151954,ouvert,,,https://twitter.com/lidlfrance/status/1239516477247684609,
supermarket,Match,Q513977,ouvert,,,https://twitter.com/supermarchematc/status/1239587373505294339,
supermarket,Maximarché,Q3475335,ouvert,,,https://www.facebook.com/LaTribuSchiever/posts/2806211786122536,
supermarket,Monoprix,Q3321241,ouvert,,,https://twitter.com/Monoprix/status/1240558643281608704,
supermarket,Naturalia,Q3337081,ouvert,,,https://naturalia.fr/naturalia-covid19,https://naturalia.fr/magasins/trouvez-votre-magasin-naturalia
supermarket,NaturéO,,ouvert_adapté,,,https://www.natureo-bio.fr/magasin-bio/,
supermarket,Netto,Q2720988,ouvert,,,https://www.facebook.com/nettofrance,
supermarket,Petit Casino,Q89029249,ouvert,,,https://www.casinoshop.fr/nos-actualites/actualite-338.html,
supermarket,Proximarché,Q3475335,ouvert,,,https://www.facebook.com/LaTribuSchiever/posts/2806211786122536,
supermarket,Satoriz,,ouvert_adapté,Mo-Sa 10:00-17:00,,http://www.satoriz.fr/animations/mesures-liees-au-covid-19/,
supermarket,Sherpa,Q3481967,ouvert_adapté,,,https://twitter.com/Magasins_Sherpa/status/1242115976805650435,https://sherpa.net/magasins
supermarket,Spar,Q610492,ouvert,,,https://www.spar.fr/?page=actualite&actu=87,
supermarket,Vival,Q7937525,ouvert,,,https://www.vival.fr/,https://magasins.vival.fr/
supermarket,Hyper U,Q2529029,ouvert_adapté,,,https://www.magasins-u.com/accueil,https://www.magasins-u.com/fichiers/horaires-magasins_pdf
supermarket,Magasins U,Q2529029,ouvert_adapté,,,https://www.magasins-u.com/accueil,https://www.magasins-u.com/fichiers/horaires-magasins_pdf
supermarket,Super U,Q2529029,ouvert_adapté,,,https://www.magasins-u.com/accueil,https://www.magasins-u.com/fichiers/horaires-magasins_pdf
supermarket,Système U,Q2529029,ouvert_adapté,,,https://www.magasins-u.com/accueil,https://www.magasins-u.com/fichiers/horaires-magasins_pdf
supermarket,U Express,Q2529029,ouvert_adapté,,,https://www.magasins-u.com/accueil,https://www.magasins-u.com/fichiers/horaires-magasins_pdf
variety_store,Action,Q2634111,ouvert,,,https://www.action.com/fr-fr/mise-a-jour/,
variety_store,GiFi,Q3105439,ouvert,,,https://www.gifi.fr/,
variety_store,Noz,Q3345688,ouvert,,,https://www.nozarrivages.com/,https://www.nozarrivages.com/magasin/
